ID,Session,ID_title,Date_x,Time,Online_x,Age,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,DOB,Online_Test_Group,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,Score,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,twodelays,fourdelays,sixdelays,tot_hiconf,tot_loconf,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,AvgdelayRT_3SD,AvgimmRT,AvgimmRT_3SD,imm_del_RT_Diff,imm_del_RT_3SD_Diff,Avg_hiconfRT,Avg_hiconfRT_3SD,Avg_loconfRT,Avg_loconfRT_3SD,hi_lo_conf_RT_Diff,hi_lo_conf_RT_3SD_Diff,avg_del_prob,avg_indiff,total_randb,randtype,auc_prob,auc_indiff,auc_indiff_all,auc_tot_val,corr_r_pob,corr_int_pob,corr_r_indiff_all,corr_int_indiff_all,corr_r_tot_val,corr_int_tot_val,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Training_Start,Training_End,Gender,Group,Online_y,Date_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Age_YM,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,totalsessions,trainingslope,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
53,1,53,25/11/2019,14:30,0,8,6,4,2,3.485166667,,,WindowsLaptop,7,Yes,1,3,3,15.833,3.636571429,,1,0.151404762,strat_inc,,,,,,,,,,,,,,,,2,11.11111111,2,0,0,0,2,0,22.22222222,-33.33333333,1756.555556,2184.560347,1347.529412,7322,5934,1060.875,1060.875,6261.125,4873.125,1226.777778,1226.777778,2286.333333,1483.375,1059.555556,256.5972222,0.111111111,0.291666667,0,1,0.5,1.4375,1.4375,2,-0.076190476,0.377777778,-0.028571429,0.391666667,-0.114285714,0.816666667,6,6.113333333,6,3.21,4,4.5975,4,1.3845,0.914857143,-2.088666667,0.442034221,-0.5075,2.135,0.996681678,William Hogarth,25/09/2019,13/11/2019,F,1,0,25/11/2019,8.930555556,"8,11",68,7,18,7,38.88888889,2,Experimental,-5.782615337,1.25,1.5,1,8.11,35,74,21,65,139,134,99,8.6861115,6,18,-5.7826152,0.006293196,403.82495,-0.22134513,-0.96533936,-0.64049298,0.15479638,-0.67103618,0.95833331,0.6785714,,,,
53,2,53,06/12/2020,12:25,1,10,,4,2,9.877845,12-Oct,1,MacIntel,,Yes,1,,,7.051515,,1,,,,7.051515,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.162371944,0.672556798,1.162371944,1.162371944,1.162371944,,,,,1.087464444,1.087464444,1.237279444,1.237279444,0.149815,0.149815,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,6.487319155,6,3.208053385,4,7.378255208,4,2.151927083,-0.441759673,3.033478009,0.887483332,0.618702257,-0.715256076,0.80843065,William Hogarth,25/09/2019,13/11/2019,F,1,0,06/12/2020,9.961111111,"9,11",68,7,18,7,38.88888889,2,Experimental,-5.782615337,1.25,1.5,1,9.011,,,25,76,,,,8.6861115,7,18,-5.7826152,0.035588786,258.43835,0.39432961,-0.97235465,,,,,,,,,
54,0,54,27/08/2019,16:31,0,6,6,4,2,1.995166667,,,WindowsLaptop,7,Yes,1,3,3,16.71,3.777142857,,1,1.78197619,strat_inc,,,,,,,,,,,,,,,,8,44.44444444,2,3,3,4,4,44.44444444,44.44444444,0,1552.888889,1467.122389,1231.764706,1835.875,1096.428571,1326.5,1326.5,509.375,-230.0714286,1380.555556,1380.555556,1725.222222,1064.375,344.6666667,-316.1805556,0.444444444,0.46875,2,2,1.833333333,,2.125,2.791666667,0.057142857,0.244444444,0.030357143,0.3625,0.026190476,0.533333333,6,3.828333333,6,1.8475,4,10,1,3,-1.888285714,5.437333333,0.954882455,0,5,1,William Hogarth,25/09/2019,13/11/2019,M,1,0,27/08/2019,6.761111111,"6,9",69,7,22,5,21.73913043,2,Experimental,-11.4919025,1.25,1.5,1,6.09,29,76,20,72,148,142,99.7,6.7611113,6,22,-11.491902,-0.73195648,240.85291,-0.33847225,-1.1076255,0.14246981,0.52465284,-0.20727417,0.92261904,0.51190472,,,,
54,1,54,25/11/2019,14:12,0,7,6,4,2,1.3765,,,WindowsLaptop,7,No,0,3,3,4.897,1.737857143,,1,0.361357143,strat_inc,,,,,,,,,,,,,,,,2,11.11111111,0,2,0,2,0,22.22222222,0,22.22222222,759.2777778,639.2464135,620.9411765,934.5,934.5,737.375,579.1333333,197.125,355.3666667,609.3333333,609.3333333,909.2222222,634,299.8888889,24.66666667,0.111111111,0.25,2,2,0.5,,1.25,1.875,-0.076190476,0.377777778,0,0.25,-0.095238095,0.722222222,6,8.008333333,5,4.2455,4,0.48,2,0.096,-1.074,6.767333333,0.45432798,0.288,-5.96,0.6,William Hogarth,25/09/2019,13/11/2019,M,1,0,25/11/2019,7.005555556,"7,0",69,7,22,5,21.73913043,2,Experimental,-11.4919025,1.25,1.5,1,7,28,71,21,73,144,138,99,6.7611113,6,22,-11.491902,0.3656798,330.19415,-0.097659066,-1.3098061,-0.78014094,-0.29739365,-0.38011593,0.95833331,0.71428573,,,,
54,2,54,06/12/2020,16:21,1,8,,4,2,3.509715,11-Dec,1,MacIntel,,No,0,,,1.93411,,2,,,,8.90216,,,,,,,,,,,,,,,5,27.77777778,4,1,0,1,4,11.11111111,44.44444444,33.33333333,1.414719722,0.975289058,1.414719722,2.322633,2.322633,1.065522308,1.065522308,1.257110692,1.257110692,1.336603333,1.336603333,1.492836111,1.492836111,0.156232778,0.156232778,0.277777778,0.35,1,2,1.333333333,,1.725,3.166666667,-0.028571429,0.377777778,-0.011428571,0.39,-0.045238095,0.811111111,6,3.891304977,6,1.935909288,4,8.127094184,4,2.474466146,-1.498777282,4.137025463,0.987466198,0.815609809,-0.950954861,0.898303054,William Hogarth,25/09/2019,13/11/2019,M,1,0,06/12/2020,8.036111111,"8,0",69,7,22,5,21.73913043,2,Experimental,-11.4919025,1.25,1.5,1,8,,,21,69,,,,6.7611113,6,22,-11.491902,0.48395842,287.51404,0.40569681,-1.3454831,,,,,,,,,
55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Hogarth,25/09/2019,13/11/2019,F,2,0,28/08/2019,7.686111111,"7,8",70,8,21,9,42.85714286,2,Control,-5.564052343,1.25,1,1.5,7.08,28,66,20,67,133,129,97,7.686111,4,21,-5.5640521,0.31996235,,0.85748929,1.9371109,,,0.72992814,0.95833331,0.79761904,,,,
55,1,55,23/11/2019,15:32,0,7,6,4,2,2.152166667,,,WindowsLaptop,7,No,0,3,3,7.869,2.911,,1,0.758833333,strat_inc,,,,,,,,,,,,,,,,3,16.66666667,3,0,0,0,3,0,33.33333333,22.22222222,2430.166667,2927.044791,1757.294118,6842.666667,3329.5,1547.666667,1547.666667,5295,1781.833333,1611.222222,1611.222222,3249.111111,1921.625,1637.888889,310.4027778,0.166666667,0.3125,0,1,0.833333333,1.5625,1.5625,2.5,-0.085714286,0.466666667,-0.032142857,0.425,-0.128571429,0.95,6,8.008333333,5,4.2525,4,0.2875,2,0.0575,-0.066,3.239333333,0.003499633,-0.1725,-3.85,0.6,William Hogarth,25/09/2019,13/11/2019,F,2,0,23/11/2019,7.922222222,"7,11",70,8,21,9,42.85714286,2,Control,-5.564052343,1.25,1,1.5,7.11,29,68,20,67,135,130,98,7.686111,6,21,-5.5640521,0.00776853,389.08618,0.084220134,-1.3739842,-1.1100614,0.48362827,0.57983065,0.95833331,0.92261904,,,,
55,2,55,27/11/2020,17:54,1,9,,3,3,5.18165,12-Nov,1,Linux x86_64,,No,0,,,3.674285,,1,,,,3.674285,,,,,,,,,,,,,,,3,16.66666667,1,1,1,2,1,22.22222222,11.11111111,-11.11111111,3.077662778,2.59734739,2.591878824,3.967758333,3.967758333,2.899643667,2.2970475,1.068114667,1.670710833,3.794351111,2.85164625,2.360974444,2.360974444,-1.433376667,-0.490671806,0.166666667,0.333333333,0,1,0.5,1.5,1.5,1.625,-0.142857143,0.666666667,-0.071428571,0.583333333,-0.107142857,0.75,6,5.036460625,6,2.551279207,4,9.235151013,4,2.770494779,-1.976346504,6.953673389,0.984918357,0.20946006,3.187850715,0.996190583,William Hogarth,25/09/2019,13/11/2019,F,2,0,27/11/2020,8.933333333,"8,11",70,8,21,9,42.85714286,2,Control,-5.564052343,1.25,1,1.5,8.011,,,20,66,,,,7.686111,6,21,-5.5640521,-0.38904375,170.61377,0.59867942,-0.47835407,,,,,,,,,
56,0,56,28/08/2019,16:59,0,9,6,3,3,7.476,,,WindowsLaptop,7,No,0,3,3,7.54,1.954714286,,0,-5.521285714,fair,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,3733.5,7739.382292,1957.882353,3733.5,1957.882353,,,,,5183.333333,1591.375,2283.666667,2283.666667,-2899.666667,692.2916667,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.466666667,6,3.73,4,5.89,4,1.816,-1.010285714,6.002666667,0.954335459,1.721,-7.715,0.890289254,St. Bartholomew's,30/09/2019,18/11/2019,F,2,2,28/08/2019,9.052777778,"9,0",46,6,12,4,30.76923077,2,Control,2.014469468,1.5,1.5,1.5,9,32,64,20,59,123,120,92,9.0527782,7,12,2.0144694,0.4662466,283.51111,0.012718741,-0.066152304,-0.35170919,-0.10177346,0.40060067,0.91666669,0.83333331,130,,130,-121
56,1,56,07/07/2020,19:25,1,10,,4,2,8.579695,08-Oct,2,Win32,,No,0,,,0.557845,,4,,,,17.079495,,,,,,,,,,,,,,,10,55.55555556,5,3,2,6,4,66.66666667,44.44444444,-22.22222222,3.498808611,1.814355006,3.498808611,3.9712435,3.9712435,2.908265,2.908265,1.0629785,1.0629785,3.650146111,3.650146111,3.347471111,3.347471111,-0.302675,-0.302675,0.555555556,0.525,1,2,3,,2.7125,4.083333333,-0.133333333,1.022222222,-0.081428571,0.81,-0.114285714,1.177777778,6,6.156684028,6,3.097005208,4,5.218098958,4,1.492838542,-1.222842262,5.436631945,0.985099167,1.345703125,-6.510416667,0.94395135,St. Bartholomew's,30/09/2019,18/11/2019,F,2,2,06/07/2020,9.908333333,"9,10",46,6,12,4,30.76923077,2,Control,2.014469468,1.5,1.5,1.5,9.01,,,26,79,,,,9.0527782,6,12,2.0144694,-0.020698555,129.00549,-1.2815059,2.0696993,,,,,,124,,124,13
56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,30/09/2019,18/11/2019,F,2,2,,,,46,6,12,4,30.76923077,2,Control,2.014469468,1.5,1.5,1.5,,,,,,,,,9.0527782,,12,2.0144694,,,,,,,,,,,,,
57,0,57,29/08/2019,16:32,0,8,6,4,2,1.267333333,,,WindowsLaptop,7,No,0,2,4,4.769,2.083285714,,0,0.815952381,greedy,,,,,,,,,,,,,,,,3,16.66666667,1,1,1,2,1,22.22222222,11.11111111,-11.11111111,1249.944444,880.4025464,1249.944444,2587.333333,2587.333333,982.4666667,982.4666667,1604.866667,1604.866667,1252.222222,1252.222222,1247.666667,1247.666667,-4.555555556,-4.555555556,0.166666667,0.333333333,0,1,0.5,1.5,1.5,1.625,-0.142857143,0.666666667,-0.071428571,0.583333333,-0.107142857,0.75,6,2.22,4,0.935,4,9.5025,2,2.9005,-1.525714286,2.56,0.779390735,0.2985,3.01,0.6,William Hogarth,25/09/2019,13/11/2019,M,2,0,29/08/2019,8.908333333,"8,10",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,8.1,23,50,20,62,112,110,77,8.9083338,6,12,1.1023194,-1.0761955,290.97644,-0.25552842,-0.68544436,-0.22465432,-0.55836225,0.90848398,0.92261904,0.77380955,,,,
57,1,57,09/12/2019,19:12,0,9,6,4,2,2.5245,,,WindowsLaptop,7,No,0,3,3,4.541,1.660857143,,1,-0.863642857,strat_inc,,,,,,,,,,,,,,,,6,33.33333333,2,2,2,4,2,44.44444444,22.22222222,-22.22222222,1096.722222,1027.501527,895,2026.5,1526.6,631.8333333,631.8333333,1394.666667,894.7666667,925.2222222,925.2222222,1268.222222,861,343,-64.22222222,0.333333333,0.416666667,0,1,1.5,2,2,2.375,-0.228571429,1.133333333,-0.114285714,0.816666667,-0.171428571,1.1,6,8.865,5,4.52,4,4.825,4,1.458,0.635142857,1.642,0.730706667,-1.148,5.565,0.99596371,William Hogarth,25/09/2019,13/11/2019,M,2,0,09/12/2019,9.186111111,"9,2",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,9.02,29,58,20,59,117,115,86,8.9083338,7,12,1.1023194,0.47987944,275.94739,0.32420054,0.92988175,0.62740052,-0.10645922,0.31687859,0.95833331,0.77976191,,,,
57,2,57,06/12/2020,16:42,1,10,,5,1,4.97399,10-Oct,1,MacIntel,,No,0,,,1.3056,,1,,,,1.3056,,,,,,,,,,,,,,,8,44.44444444,3,3,2,6,2,66.66666667,22.22222222,-44.44444444,1.911913889,0.968686335,1.911913889,2.31912125,2.31912125,1.586148,1.586148,0.73297325,0.73297325,1.742143333,1.742143333,2.081684444,2.081684444,0.339541111,0.339541111,0.444444444,0.475,1,2,2.166666667,,2.35,3.291666667,-0.20952381,1.177777778,-0.11,0.86,-0.14047619,1.144444444,6,5.291171604,6,2.674723307,4,7.200215658,4,2.135195414,-2.099859328,7.640679253,0.984714075,0.834635417,-1.972961426,0.98040828,William Hogarth,25/09/2019,13/11/2019,M,2,0,06/12/2020,10.17777778,"10,2",72,8,12,10,76.92307692,2,Control,1.102319399,2,2,2,10.02,,,19,55,,,,8.9083338,6,12,1.1023194,-0.4165059,-5.7561646,-0.67993855,-1.0330896,,,,,,,,,
58,0,58,30/08/2019,13:52,0,7,6,5,1,6.506166667,,,WindowsLaptop,7,Yes,1,3,3,8.538,3.214714286,,2,-3.291452381,strat_inc,,,,,,,,,,,,,,,,3,16.66666667,1,2,0,2,1,22.22222222,11.11111111,-11.11111111,3356.944444,1741.285174,3356.944444,4402.666667,4402.666667,3147.8,3147.8,1254.866667,1254.866667,3951.666667,3951.666667,2762.222222,2762.222222,-1189.444444,-1189.444444,0.166666667,0.325,1,2,0.666666667,,1.5125,2,-0.104761905,0.533333333,-0.055714286,0.52,-0.107142857,0.805555556,6,6.528333333,6,3.2875,4,9.18,3,2.768,-1.082,5.315333333,0.825201239,0.356,2.4,0.890500281,St. Mary's,27/09/2019,15/11/2019,M,2,0,30/08/2019,7.652777778,"7,7",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,7.07,29,70,16,59,129,125,96,7.6527777,5,30,-11.854069,0.20894533,299.24451,-0.31837368,-0.13185602,0.48477104,-0.19124526,,0.74404758,0.26190478,,,,
58,1,58,29/11/2019,18:30,0,7,12,3,3,2.182833333,,,WindowsLaptop,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27.77777778,2,2,1,3,2,33.33333333,22.22222222,-11.11111111,1747.111111,901.1736066,1747.111111,2745.6,2745.6,1363.076923,1363.076923,1382.523077,1382.523077,1918.888889,1918.888889,1575.333333,1575.333333,-343.5555556,-343.5555556,0.277777778,0.395833333,0,1,1.166666667,1.875,1.875,2.291666667,-0.2,0.977777778,-0.103571429,0.758333333,-0.164285714,1.061111111,6,8.701666667,4,4.4935,4,1.485,3,0.344,-0.450571429,5.278666667,0.302514518,-0.797,0.47,0.744558599,St. Mary's,27/09/2019,15/11/2019,M,2,0,29/11/2019,7.9,"7,10",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,7.01,30,75,19,68,143,137,99,7.6527777,5,30,-11.854069,-0.001179381,341.85779,0.44784284,-1.5992627,0.19831496,0.21658006,-0.32156095,0.71428573,0.38095236,,,,
58,2,58,09/12/2020,17:03,1,8,,4,2,4.943315,01-Dec,1,MacIntel,,Yes,1,,,4.677365,,1,,,,4.677365,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.876262778,2.293311464,1.411691471,1.876262778,1.411691471,,,,,1.416326111,1.416326111,2.336199444,1.4064775,0.919873333,-0.009848611,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,8.927155671,6,4.509205006,4,9.818549262,4,2.951925998,-0.534800761,5.798958333,0.862761982,0.062422237,4.506438079,0.782406979,St. Mary's,27/09/2019,15/11/2019,M,2,0,09/12/2020,8.927777778,"8,11",62,8,30,4,13.33333333,2,Control,-11.85406918,1.25,1.5,1,8.011,,,14,52,,,,7.6527777,6,30,-11.854069,0.77166086,-149.02954,-0.70491683,,,,,,,,,,
59,0,59,02/09/2019,14:44,0,7,6,3,3,3.676666667,,,WindowsLaptop,7,No,0,3,3,13.086,5.251285714,,0,1.574619048,fair,,1.619252649,0.39942972,0.516905425,0.485192035,0.084069288,2.621177359,1.619571616,0.401351612,0.51727543,0.506834737,0.479048589,0.084346592,2.620713373,-0.027786148,18,100,6,6,6,9,9,100,100,0,1010.888889,898.6784997,833.2352941,1010.888889,833.2352941,,,,,705.1111111,705.1111111,1316.666667,977.375,611.5555556,272.2638889,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,10,1,5,4,1.675,4,0.4305,0,5,1,0.762,-7.135,0.83401297,St. Bartholomew's,30/09/2019,18/11/2019,M,1,0,02/08/2019,7.580555556,"7,6",42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,7.06,3,22,,,,,,7.5805554,4,14,-16.192995,-0.027916834,192.50647,,-1.6164795,0.000718832,0.039962474,0.093663007,0.66666669,0.51190472,,,,
59,1,59,02/12/2019,14:39,0,7,6,3,3,2.928,,,WindowsLaptop,7,No,0,3,3,6.409,3.840428571,,0,0.912428571,fair,,0.50797189,0.650452741,0.607306998,0.309793583,-0.330021119,0.490242015,0.485027997,0.615321156,0.595920093,0.427442957,0.383935475,-0.336876053,0.502505432,-0.043507482,5,27.77777778,3,2,0,2,3,22.22222222,33.33333333,11.11111111,2426.166667,1551.056651,2426.166667,3206.8,3206.8,2125.923077,2125.923077,1080.876923,1080.876923,2526.111111,2526.111111,2326.222222,2326.222222,-199.8888889,-199.8888889,0.277777778,0.395833333,0,1,1.333333333,1.9375,1.9375,2.75,-0.161904762,0.844444444,-0.089285714,0.708333333,-0.166666667,1.138888889,6,7.023333333,6,3.513,4,2.5075,4,0.7985,-0.477142857,3.693333333,0.421275503,-0.7045,1.03,0.912699438,St. Bartholomew's,30/09/2019,18/11/2019,M,1,0,02/12/2019,7.913888889,"7,10",42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,7.01,21,56,22,77,133,129,97,7.5805554,5,14,-16.192995,-0.51169449,231.84998,,0.14140686,1.4944801,,,,0.66666669,,,,
59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bartholomew's,30/09/2019,18/11/2019,M,1,0,,,,42,7,14,5,33.33333333,2,Experimental,-16.19299453,2.5,2,3,,,,,,,,,7.5805554,,14,-16.192995,,,,,,,,,,,,,
60,0,60,02/09/2019,15:36,0,6,6,3,3,2.622333333,,,WindowsLaptop,7,Yes,1,3,3,10.655,3.644571429,,0,1.022238095,fair,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5618.166667,8554.602279,3839.176471,,,5618.166667,3839.176471,,,3358.444444,3358.444444,7877.888889,4380,4519.444444,1021.555556,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,0.588333333,2,0.1765,4,10,1,3,0.504285714,-6.176666667,0.428571429,0,5,1,St. Mary's,27/09/2019,15/11/2019,F,1,0,02/09/2019,6.786111111,"6,9",58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,6.09,26,69,15,61,130,126,96,6.7861109,4,10,-88.592064,-0.081925765,233.17139,0.26103586,1.055004,0.41431198,-0.42256245,0.8052088,0.95833331,0.58333331,,,,
60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,27/09/2019,15/11/2019,F,1,0,,,,58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,,,,,,,,,6.7861109,,10,-88.592064,,,,,,,,,,,,,
60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,27/09/2019,15/11/2019,F,1,0,,,,58,7,10,3,30,2,Experimental,-88.59206362,1.5,2,1,,,,,,,,,6.7861109,,10,-88.592064,,,,,,,,,,,,,
61,0,61,04/09/2019,12:46,0,9,6,4,2,2.2045,,,WindowsLaptop,7,No,0,3,3,6.034,2.147571429,,1,-0.056928571,strat_inc,,0.590319942,0.586051563,0.645562481,0.512840682,-0.5415527,-0.595405667,0.604534386,0.563613035,0.608685802,0.624918696,0.400783024,-0.530763664,-0.58105957,-0.224135672,0,0,0,0,0,0,0,0,0,0,873.0555556,885.8097307,873.0555556,,,873.0555556,873.0555556,,,933.8888889,933.8888889,812.2222222,812.2222222,-121.6666667,-121.6666667,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,3.28,6,1.669,4,10,1,3,-1.166285714,2.362,0.968196741,0,5,1,St. Mary's,27/09/2019,15/11/2019,M,1,0,04/09/2019,9.65,"9,7",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,9.07,7,23,7,32,55,62,1,9.6499996,4,17,2.781496,0.50633693,437.05554,-0.013798505,0.23720294,-0.14691956,0.23302655,-0.92922276,0.85119045,0.33333331,,,,
61,1,61,26/11/2019,13:41,0,9,12,3,3,1.3475,,,WindowsLaptop,7,Yes,1,3,3,11.958,2.877714286,,0,1.530214286,fair,,0.433230554,0.234041686,0.47183281,0.385730475,0.534290818,-0.418523015,0.422073403,0.247882636,0.47601512,0.431138138,0.452411368,0.537035594,-0.428275868,0.021273231,0,0,0,0,0,0,0,0,0,0,396.1666667,286.5304111,396.1666667,,,396.1666667,396.1666667,,,319.7777778,319.7777778,472.5555556,472.5555556,152.7777778,152.7777778,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,7.64,4,3.918,4,1.0025,4,0.3015,-1.36,7.4,0.722100266,-0.3265,-2.365,0.997646316,St. Mary's,27/09/2019,15/11/2019,M,1,0,26/11/2019,9.877777778,"9,10",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,9.1,25,48,18,53,101,101,55,9.6499996,5,17,2.781496,-0.28237534,249.53333,0.012838863,1.0778844,0.46262485,0.5265913,-0.34091291,0.66666669,0.26190478,,,,
61,2,61,24/11/2020,18:37,1,10,,4,2,2.871705,01-Oct,1,Win32,,Yes,1,,,0.719565,,1,,,,0.719565,,,,,,,,,,,,,,,2,11.11111111,1,1,0,1,1,11.11111111,11.11111111,0,0.753257222,0.98590619,0.753257222,2.5743175,2.5743175,0.525624688,0.525624688,2.048692813,2.048692813,0.844676667,0.844676667,0.661837778,0.661837778,-0.182838889,-0.182838889,0.111111111,0.3125,0,1,0.333333333,1.4375,1.4375,1.583333333,-0.095238095,0.444444444,-0.053571429,0.5,-0.095238095,0.694444444,6,6.674074074,6,3.306111111,4,8.508333333,4,2.551666667,-0.86984127,4.718518519,0.968905944,0.490555556,1.055555555,0.999377063,St. Mary's,27/09/2019,15/11/2019,M,1,0,24/11/2020,10.87222222,"10,10",57,8,17,10,58.82352941,2,Experimental,2.781496156,1.25,1,1.5,10.01,,,14,44,,,,9.6499996,7,17,2.781496,0.28529829,41.444275,-0.72180831,-0.094456263,,,,,,,,,
62,0,62,04/09/2019,14:20,0,9,6,5,1,1.182166667,,,WindowsLaptop,7,Yes,1,2,4,7.801,2.046571429,,1,0.864404762,strat_inc,,0.678795917,0.512755757,0.479693977,0.525558769,1.08280819,-0.698028365,0.702803528,0.495410156,0.526175777,0.622530428,0.390398105,1.064111658,-0.691296674,-0.232132323,0,0,0,0,0,0,0,0,0,0,1548.833333,1886.366325,1214.117647,,,1548.833333,1214.117647,,,1521.555556,1521.555556,1576.111111,868.25,54.55555556,-653.3055556,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,1.576666667,6,0.78,4,9.3725,3,2.831,-0.674285714,-1.063333333,0.991333074,0.2895,2.925,0.895659841,St. Mary's,27/09/2019,15/11/2019,F,1,0,04/09/2019,9.886111111,"9,10",56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,9.1,26,50,14,45,95,95,39,9.8861113,6,9,-19.434219,0.3115761,154.16913,-0.76251578,0.32806972,-1.0627265,-0.022686765,-0.19530252,0.91666669,0.71428573,,,,
62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,27/09/2019,15/11/2019,F,1,0,,,,56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,,,,,,,,,9.8861113,,9,-19.434219,,,,,-1.0781063,-0.10443524,,0.91666669,0.71428573,,,,
62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's,27/09/2019,15/11/2019,F,1,0,,,,56,5,9,0,0,2,Experimental,-19.43421938,2,2,2,,,,,,,,,9.8861113,,9,-19.434219,,,,,,,,,,,,,
